Class: person, Confidence: 0.91, BBox: (26, 170, 524, 479)
Class: person, Confidence: 0.93, BBox: (20, 170, 528, 479)
Class: chair, Confidence: 0.35, BBox: (340, 259, 550, 479)
Class: person, Confidence: 0.93, BBox: (28, 169, 529, 479)
Class: person, Confidence: 0.93, BBox: (19, 170, 524, 479)
Class: person, Confidence: 0.92, BBox: (21, 170, 525, 479)
Class: person, Confidence: 0.92, BBox: (21, 170, 525, 479)
Class: person, Confidence: 0.92, BBox: (28, 170, 527, 479)
Class: chair, Confidence: 0.26, BBox: (343, 257, 554, 479)
Class: person, Confidence: 0.93, BBox: (25, 171, 525, 479)
Class: chair, Confidence: 0.34, BBox: (341, 257, 552, 479)
Class: person, Confidence: 0.92, BBox: (25, 170, 527, 479)
Class: person, Confidence: 0.92, BBox: (23, 168, 529, 479)
Class: person, Confidence: 0.92, BBox: (24, 171, 527, 479)
Class: book, Confidence: 0.27, BBox: (534, 234, 620, 251)
Class: person, Confidence: 0.93, BBox: (23, 170, 525, 479)
Class: book, Confidence: 0.26, BBox: (535, 233, 621, 251)
Class: person, Confidence: 0.93, BBox: (22, 171, 528, 479)
Class: person, Confidence: 0.92, BBox: (24, 171, 528, 479)
Class: person, Confidence: 0.92, BBox: (25, 170, 520, 479)
Class: book, Confidence: 0.27, BBox: (533, 234, 621, 252)
Class: chair, Confidence: 0.26, BBox: (334, 259, 553, 479)
Class: person, Confidence: 0.93, BBox: (24, 170, 524, 479)
Class: chair, Confidence: 0.41, BBox: (338, 259, 554, 479)
Class: book, Confidence: 0.27, BBox: (534, 233, 621, 251)
Class: person, Confidence: 0.93, BBox: (24, 170, 524, 479)
Class: chair, Confidence: 0.41, BBox: (338, 259, 554, 479)
Class: book, Confidence: 0.27, BBox: (534, 233, 621, 251)
Class: person, Confidence: 0.93, BBox: (30, 171, 525, 479)
Class: bottle, Confidence: 0.25, BBox: (20, 439, 51, 479)
Class: person, Confidence: 0.93, BBox: (23, 169, 529, 479)
Class: person, Confidence: 0.92, BBox: (19, 169, 520, 479)
Class: chair, Confidence: 0.36, BBox: (336, 259, 553, 479)
Class: person, Confidence: 0.92, BBox: (28, 168, 525, 479)
Class: book, Confidence: 0.25, BBox: (534, 235, 622, 252)
Class: person, Confidence: 0.92, BBox: (22, 168, 527, 479)
Class: chair, Confidence: 0.41, BBox: (336, 260, 553, 479)
Class: person, Confidence: 0.93, BBox: (27, 168, 530, 479)
Class: book, Confidence: 0.26, BBox: (536, 234, 621, 251)
Class: person, Confidence: 0.92, BBox: (21, 167, 524, 479)
Class: chair, Confidence: 0.46, BBox: (336, 259, 556, 479)
Class: person, Confidence: 0.93, BBox: (20, 167, 530, 479)
Class: person, Confidence: 0.92, BBox: (22, 168, 524, 479)
Class: chair, Confidence: 0.57, BBox: (338, 260, 553, 479)
Class: book, Confidence: 0.26, BBox: (533, 233, 621, 252)
Class: person, Confidence: 0.92, BBox: (24, 167, 532, 479)
Class: person, Confidence: 0.92, BBox: (24, 167, 532, 479)
Class: person, Confidence: 0.92, BBox: (22, 168, 526, 479)
Class: person, Confidence: 0.92, BBox: (28, 168, 526, 479)
Class: bottle, Confidence: 0.33, BBox: (23, 439, 49, 479)
Class: person, Confidence: 0.92, BBox: (19, 166, 530, 479)
Class: person, Confidence: 0.92, BBox: (22, 168, 526, 479)
Class: chair, Confidence: 0.35, BBox: (331, 260, 551, 479)
Class: book, Confidence: 0.27, BBox: (534, 234, 621, 250)
